date,rental
2021-05-08,87700
2021-05-09,101705
2021-05-10,82069
2021-05-11,122745
2021-05-12,111150
2021-05-13,116709
2021-05-14,113776
2021-05-15,70708
2021-05-16,12759
2021-05-17,58969
2021-05-18,96643
2021-05-19,111038
2021-05-20,104123
2021-05-21,42287
2021-05-22,119715
2021-05-23,99865
2021-05-24,104332
2021-05-25,77748
2021-05-26,91408
2021-05-27,62682
2021-05-28,55356
2021-05-29,98909
2021-05-30,95247
2021-05-31,95266
2021-06-01,100036
2021-06-02,115376
2021-06-03,55571
2021-06-04,122196
2021-06-05,115006
2021-06-06,114326
2021-06-07,127555
2021-06-08,128797
2021-06-09,118046
2021-06-10,98134
2021-06-11,93502
2021-06-12,98696
2021-06-13,96305
2021-06-14,115060
2021-06-15,97244
2021-06-16,130431
2021-06-17,127945
2021-06-18,59105
2021-06-19,105443
2021-06-20,92336
2021-06-21,120070
2021-06-22,116566
2021-06-23,108053
2021-06-24,100127
2021-06-25,116441
2021-06-26,114226
2021-06-27,82822
2021-06-28,117943
2021-06-29,98546
2021-06-30,109613
2021-07-01,101633
2021-07-02,103094
2021-07-03,72888
2021-07-04,13439
2021-07-05,89390
2021-07-06,104381
2021-07-07,76337
2021-07-08,97942
2021-07-09,96655
2021-07-10,106537
2021-07-11,87181
2021-07-12,88133
2021-07-13,80133
2021-07-14,82509
2021-07-15,99820
2021-07-16,80429
2021-07-17,91258
2021-07-18,90456
2021-07-19,80987
2021-07-20,112914
2021-07-21,90495
2021-07-22,95361
2021-07-23,92920
2021-07-24,87506
2021-07-25,95110
2021-07-26,96703
2021-07-27,96857
2021-07-28,88974
2021-07-29,100122
2021-07-30,98716
2021-07-31,83543
2021-08-01,54906
2021-08-02,92812
2021-08-03,103974
2021-08-04,82757
2021-08-05,97802
2021-08-06,79867
2021-08-07,110916
2021-08-08,62255
2021-08-09,110169
2021-08-10,100729
2021-08-11,116564
2021-08-12,113559
2021-08-13,94958
2021-08-14,105776
2021-08-15,112599
2021-08-16,112325
2021-08-17,103515
2021-08-18,123550
2021-08-19,123090
2021-08-20,115855
2021-08-21,63415
2021-08-22,110022
2021-08-23,64921
2021-08-24,30332
2021-08-25,106041
2021-08-26,107134
2021-08-27,96638
2021-08-28,84876
2021-08-29,100530
2021-08-30,113454
2021-08-31,22381
2021-09-01,91082
2021-09-02,94952
2021-09-03,96396
2021-09-04,126201
2021-09-05,108610
2021-09-06,97691
2021-09-07,18447
2021-09-08,120706
2021-09-09,103847
2021-09-10,102523
2021-09-11,99703
2021-09-12,112276
2021-09-13,119414
2021-09-14,124700
2021-09-15,111553
2021-09-16,116337
2021-09-17,125751
2021-09-18,122921
2021-09-19,118956
2021-09-20,117194
2021-09-21,68990
2021-09-22,115954
2021-09-23,114939
2021-09-24,127809
2021-09-25,67488
2021-09-26,126238
2021-09-27,122683
2021-09-28,116844
2021-09-29,18728
2021-09-30,95641
2021-10-01,101921
2021-10-02,105873
2021-10-03,115128
2021-10-04,98034
2021-10-05,102384
2021-10-06,46764
2021-10-07,77223
2021-10-08,70924
2021-10-09,95655
2021-10-10,46369
2021-10-11,92084
2021-10-12,104273
2021-10-13,120823
2021-10-14,107546
2021-10-15,118085
2021-10-16,107845
2021-10-17,78421
2021-10-18,97707
2021-10-19,86641
2021-10-20,99362
2021-10-21,94417
2021-10-22,105688
2021-10-23,112946
2021-10-24,94857
2021-10-25,100552
2021-10-26,92006
2021-10-27,108632
2021-10-28,117422
2021-10-29,118868
2021-10-30,98814
2021-10-31,96754
2021-11-01,68315
2021-11-02,67034
2021-11-03,84794
2021-11-04,97646
2021-11-05,105998
2021-11-06,107035
2021-11-07,108485
2021-11-08,37791
2021-11-09,42732
2021-11-10,61314
2021-11-11,71548
2021-11-12,73703
2021-11-13,68856
2021-11-14,89071
2021-11-15,65537
2021-11-16,74080
2021-11-17,69685
2021-11-18,100122
2021-11-19,67139
2021-11-20,53939
2021-11-21,71601
2021-11-22,62107
2021-11-23,45702
2021-11-24,69033
2021-11-25,74452
2021-11-26,67013
2021-11-27,64791
2021-11-28,62594
2021-11-29,79055
2021-11-30,45468
2021-12-01,46997
2021-12-02,56831
2021-12-03,63560
2021-12-04,56561
2021-12-05,55095
2021-12-06,58865
2021-12-07,74474
2021-12-08,77156
2021-12-09,56852
2021-12-10,53261
2021-12-11,51442
2021-12-12,47566
2021-12-13,40424
2021-12-14,54178
2021-12-15,58548
2021-12-16,59334
2021-12-17,33164
2021-12-18,25040
2021-12-19,33195
2021-12-20,50334
2021-12-21,55347
2021-12-22,59068
2021-12-23,58390
2021-12-24,41009
2021-12-25,20389
2021-12-26,22171
2021-12-27,30677
2021-12-28,30278
2021-12-29,50582
2021-12-30,33093
2021-12-31,32950
