date,rental
2021-05-27,61171
2021-05-28,63150
2021-05-29,101598
2021-05-30,91289
2021-05-31,82102
2021-06-01,87452
2021-06-02,137937
2021-06-03,52419
2021-06-04,138836
2021-06-05,136041
2021-06-06,132493
2021-06-07,131309
2021-06-08,142066
2021-06-09,131363
2021-06-10,96861
2021-06-11,84579
2021-06-12,135041
2021-06-13,121387
2021-06-14,129881
2021-06-15,104137
2021-06-16,138641
2021-06-17,139727
2021-06-18,47989
2021-06-19,133225
2021-06-20,129827
2021-06-21,142311
2021-06-22,136844
2021-06-23,96132
2021-06-24,142824
2021-06-25,137824
2021-06-26,98360
2021-06-27,83927
2021-06-28,132281
2021-06-29,98312
2021-06-30,98671
2021-07-01,128610
2021-07-02,123265
2021-07-03,82506
2021-07-04,41739
2021-07-05,129997
2021-07-06,129471
2021-07-07,80122
2021-07-08,99161
2021-07-09,112535
2021-07-10,101194
2021-07-11,90411
2021-07-12,109008
2021-07-13,110631
2021-07-14,106819
2021-07-15,109626
2021-07-16,102489
2021-07-17,98257
2021-07-18,105188
2021-07-19,65725
2021-07-20,117993
2021-07-21,99784
2021-07-22,95033
2021-07-23,100049
2021-07-24,91466
2021-07-25,93908
2021-07-26,97982
2021-07-27,101241
2021-07-28,94742
2021-07-29,113124
2021-07-30,108844
2021-07-31,80768
2021-08-01,51657
2021-08-02,77366
2021-08-03,102044
2021-08-04,104597
2021-08-05,106347
2021-08-06,104027
2021-08-07,118657
2021-08-08,60499
2021-08-09,121231
2021-08-10,119684
2021-08-11,117809
2021-08-12,120488
2021-08-13,128348
2021-08-14,121333
2021-08-15,124905
2021-08-16,124212
2021-08-17,84868
2021-08-18,106559
2021-08-19,136649
2021-08-20,130917
2021-08-21,69490
2021-08-22,117311
2021-08-23,64382
2021-08-24,44604
2021-08-25,104206
2021-08-26,95352
2021-08-27,87057
2021-08-28,127261
2021-08-29,98965
2021-08-30,136514
2021-08-31,34092
2021-09-01,97270
2021-09-02,138933
2021-09-03,119965
2021-09-04,146623
2021-09-05,139982
2021-09-06,99613
2021-09-07,28536
2021-09-08,104558
2021-09-09,134979
2021-09-10,137970
2021-09-11,134548
2021-09-12,136693
2021-09-13,129221
2021-09-14,139659
2021-09-15,128727
2021-09-16,137107
2021-09-17,147257
2021-09-18,150690
2021-09-19,137643
2021-09-20,139657
2021-09-21,77276
2021-09-22,108810
2021-09-23,139189
2021-09-24,140386
2021-09-25,133035
2021-09-26,145842
2021-09-27,142184
2021-09-28,109017
2021-09-29,31158
2021-09-30,126822
2021-10-01,107937
2021-10-02,131425
2021-10-03,128265
2021-10-04,91469
2021-10-05,120289
2021-10-06,61807
2021-10-07,55530
2021-10-08,61599
2021-10-09,110759
2021-10-10,61191
2021-10-11,103136
2021-10-12,130521
2021-10-13,143358
2021-10-14,135944
2021-10-15,122481
2021-10-16,115439
2021-10-17,81070
2021-10-18,81125
2021-10-19,83727
2021-10-20,104399
2021-10-21,108734
2021-10-22,114425
2021-10-23,117583
2021-10-24,107649
2021-10-25,121217
2021-10-26,123252
2021-10-27,122149
2021-10-28,125966
2021-10-29,135045
2021-10-30,121935
2021-10-31,98742
2021-11-01,108434
2021-11-02,106322
2021-11-03,118307
2021-11-04,101971
2021-11-05,121310
2021-11-06,115242
2021-11-07,112711
2021-11-08,53120
2021-11-09,55598
2021-11-10,61098
2021-11-11,77291
2021-11-12,81391
2021-11-13,91702
2021-11-14,98478
2021-11-15,105306
2021-11-16,97435
2021-11-17,88121
2021-11-18,113149
2021-11-19,106755
2021-11-20,94776
2021-11-21,51096
2021-11-22,63185
2021-11-23,56175
2021-11-24,75744
2021-11-25,85090
2021-11-26,74102
2021-11-27,67974
2021-11-28,69084
2021-11-29,91630
2021-11-30,59437
2021-12-01,44532
2021-12-02,59742
2021-12-03,65370
2021-12-04,60928
2021-12-05,56213
2021-12-06,67769
2021-12-07,84961
2021-12-08,89957
2021-12-09,75440
2021-12-10,58934
2021-12-11,58429
2021-12-12,51234
2021-12-13,45164
2021-12-14,59529
2021-12-15,58396
2021-12-16,64487
2021-12-17,35696
2021-12-18,26962
2021-12-19,34144
2021-12-20,51643
2021-12-21,63736
2021-12-22,62374
2021-12-23,60943
2021-12-24,39845
2021-12-25,29528
2021-12-26,27131
2021-12-27,36100
2021-12-28,31729
2021-12-29,51373
2021-12-30,36604
2021-12-31,36716
