date,rental
2021-08-06,104842
2021-08-07,117301
2021-08-08,61346
2021-08-09,120580
2021-08-10,116976
2021-08-11,116947
2021-08-12,116419
2021-08-13,123374
2021-08-14,121403
2021-08-15,123126
2021-08-16,119879
2021-08-17,86817
2021-08-18,104408
2021-08-19,133520
2021-08-20,127510
2021-08-21,70271
2021-08-22,113082
2021-08-23,61438
2021-08-24,44695
2021-08-25,103547
2021-08-26,92260
2021-08-27,88113
2021-08-28,126294
2021-08-29,100176
2021-08-30,132210
2021-08-31,32813
2021-09-01,93118
2021-09-02,136780
2021-09-03,126504
2021-09-04,148661
2021-09-05,139626
2021-09-06,94805
2021-09-07,29585
2021-09-08,98489
2021-09-09,137704
2021-09-10,134869
2021-09-11,135029
2021-09-12,140272
2021-09-13,133785
2021-09-14,142292
2021-09-15,140099
2021-09-16,147057
2021-09-17,144971
2021-09-18,152348
2021-09-19,138567
2021-09-20,145627
2021-09-21,80347
2021-09-22,109875
2021-09-23,145494
2021-09-24,144192
2021-09-25,134445
2021-09-26,152063
2021-09-27,143960
2021-09-28,106967
2021-09-29,30593
2021-09-30,128507
2021-10-01,111407
2021-10-02,135975
2021-10-03,130213
2021-10-04,80572
2021-10-05,116954
2021-10-06,62446
2021-10-07,56367
2021-10-08,60494
2021-10-09,101063
2021-10-10,64168
2021-10-11,111536
2021-10-12,125058
2021-10-13,144556
2021-10-14,139224
2021-10-15,120872
2021-10-16,110935
2021-10-17,77566
2021-10-18,77472
2021-10-19,71374
2021-10-20,111041
2021-10-21,113080
2021-10-22,115436
2021-10-23,115195
2021-10-24,105223
2021-10-25,120055
2021-10-26,122890
2021-10-27,120912
2021-10-28,124914
2021-10-29,130393
2021-10-30,120944
2021-10-31,103724
2021-11-01,111526
2021-11-02,110786
2021-11-03,118309
2021-11-04,110805
2021-11-05,124007
2021-11-06,120827
2021-11-07,113609
2021-11-08,52601
2021-11-09,70687
2021-11-10,70011
2021-11-11,75230
2021-11-12,80453
2021-11-13,91444
2021-11-14,96827
2021-11-15,104133
2021-11-16,95430
2021-11-17,89879
2021-11-18,114922
2021-11-19,109460
2021-11-20,92895
2021-11-21,36560
2021-11-22,67235
2021-11-23,51909
2021-11-24,76735
2021-11-25,85587
2021-11-26,75163
2021-11-27,71039
2021-11-28,59905
2021-11-29,83693
2021-11-30,52190
2021-12-01,47193
2021-12-02,63713
2021-12-03,67972
2021-12-04,60031
2021-12-05,58181
2021-12-06,66240
2021-12-07,81922
2021-12-08,86012
2021-12-09,77558
2021-12-10,68960
2021-12-11,61161
2021-12-12,47132
2021-12-13,39812
2021-12-14,60869
2021-12-15,63093
2021-12-16,63934
2021-12-17,34090
2021-12-18,23671
2021-12-19,36404
2021-12-20,58351
2021-12-21,63479
2021-12-22,60120
2021-12-23,59007
2021-12-24,40272
2021-12-25,30137
2021-12-26,27702
2021-12-27,31614
2021-12-28,34277
2021-12-29,55590
2021-12-30,35224
2021-12-31,35142
