date,rental
2021-06-03,60403
2021-06-04,129982
2021-06-05,125634
2021-06-06,134144
2021-06-07,129008
2021-06-08,132286
2021-06-09,133995
2021-06-10,78867
2021-06-11,84021
2021-06-12,130923
2021-06-13,131508
2021-06-14,136260
2021-06-15,86676
2021-06-16,137827
2021-06-17,134340
2021-06-18,68986
2021-06-19,131689
2021-06-20,127623
2021-06-21,137973
2021-06-22,131595
2021-06-23,104621
2021-06-24,136958
2021-06-25,137322
2021-06-26,95738
2021-06-27,91936
2021-06-28,126243
2021-06-29,91793
2021-06-30,97783
2021-07-01,103003
2021-07-02,132313
2021-07-03,71999
2021-07-04,42913
2021-07-05,122500
2021-07-06,135511
2021-07-07,85540
2021-07-08,103778
2021-07-09,110894
2021-07-10,117391
2021-07-11,121021
2021-07-12,108001
2021-07-13,117401
2021-07-14,118326
2021-07-15,123687
2021-07-16,113184
2021-07-17,115517
2021-07-18,115409
2021-07-19,86550
2021-07-20,120104
2021-07-21,120705
2021-07-22,124398
2021-07-23,107990
2021-07-24,103329
2021-07-25,116594
2021-07-26,112735
2021-07-27,100190
2021-07-28,111289
2021-07-29,119076
2021-07-30,122431
2021-07-31,81243
2021-08-01,44521
2021-08-02,96246
2021-08-03,104238
2021-08-04,111015
2021-08-05,112408
2021-08-06,100401
2021-08-07,119883
2021-08-08,59249
2021-08-09,129986
2021-08-10,116547
2021-08-11,110750
2021-08-12,122865
2021-08-13,121138
2021-08-14,120299
2021-08-15,127076
2021-08-16,127885
2021-08-17,98398
2021-08-18,109301
2021-08-19,137583
2021-08-20,130186
2021-08-21,73374
2021-08-22,112564
2021-08-23,70550
2021-08-24,35754
2021-08-25,107107
2021-08-26,103295
2021-08-27,90990
2021-08-28,118486
2021-08-29,104022
2021-08-30,119367
2021-08-31,33001
2021-09-01,105934
2021-09-02,132698
2021-09-03,113700
2021-09-04,144206
2021-09-05,136005
2021-09-06,87950
2021-09-07,33098
2021-09-08,105070
2021-09-09,133590
2021-09-10,130956
2021-09-11,133999
2021-09-12,136761
2021-09-13,133961
2021-09-14,136911
2021-09-15,137291
2021-09-16,116093
2021-09-17,145604
2021-09-18,146589
2021-09-19,133828
2021-09-20,109755
2021-09-21,77406
2021-09-22,107840
2021-09-23,142194
2021-09-24,148601
2021-09-25,132529
2021-09-26,144129
2021-09-27,146440
2021-09-28,106469
2021-09-29,52179
2021-09-30,135007
2021-10-01,87812
2021-10-02,126608
2021-10-03,132195
2021-10-04,51783
2021-10-05,101078
2021-10-06,70553
2021-10-07,64857
2021-10-08,64907
2021-10-09,116129
2021-10-10,57847
2021-10-11,113450
2021-10-12,129275
2021-10-13,133131
2021-10-14,124476
2021-10-15,127426
2021-10-16,89441
2021-10-17,84131
2021-10-18,67024
2021-10-19,92607
2021-10-20,125928
2021-10-21,118375
2021-10-22,121896
2021-10-23,97124
2021-10-24,117062
2021-10-25,116680
2021-10-26,94022
2021-10-27,115558
2021-10-28,119253
2021-10-29,133778
2021-10-30,127305
2021-10-31,99276
2021-11-01,124828
2021-11-02,120848
2021-11-03,121237
2021-11-04,117648
2021-11-05,118890
2021-11-06,105524
2021-11-07,109054
2021-11-08,33736
2021-11-09,54565
2021-11-10,72830
2021-11-11,83419
2021-11-12,78532
2021-11-13,81861
2021-11-14,113180
2021-11-15,113262
2021-11-16,104394
2021-11-17,98327
2021-11-18,98922
2021-11-19,102125
2021-11-20,98563
2021-11-21,41299
2021-11-22,61866
2021-11-23,48019
2021-11-24,77490
2021-11-25,90009
2021-11-26,71087
2021-11-27,70274
2021-11-28,74198
2021-11-29,82339
2021-11-30,29955
2021-12-01,36490
2021-12-02,62570
2021-12-03,64073
2021-12-04,62846
2021-12-05,69762
2021-12-06,64619
2021-12-07,79781
2021-12-08,81336
2021-12-09,74777
2021-12-10,83665
2021-12-11,61126
2021-12-12,56738
2021-12-13,42089
2021-12-14,57777
2021-12-15,63298
2021-12-16,75725
2021-12-17,36845
2021-12-18,24257
2021-12-19,49145
2021-12-20,57834
2021-12-21,62612
2021-12-22,63643
2021-12-23,62988
2021-12-24,37673
2021-12-25,26137
2021-12-26,29918
2021-12-27,34079
2021-12-28,35372
2021-12-29,45463
2021-12-30,35508
2021-12-31,34438
