date,rental
2021-07-06,139645.12
2021-07-07,86542.99
2021-07-08,110112.055
2021-07-09,132378.69
2021-07-10,118704.56
2021-07-11,93527.805
2021-07-12,118173.96
2021-07-13,120060.52
2021-07-14,112897.43
2021-07-15,107341.055
2021-07-16,110824.445
2021-07-17,100373.836
2021-07-18,82482.695
2021-07-19,72512.23
2021-07-20,127195.02
2021-07-21,110761.19
2021-07-22,106746.42
2021-07-23,119845.68
2021-07-24,93726.32
2021-07-25,84082.52
2021-07-26,110055.66
2021-07-27,115392.0
2021-07-28,111535.734
2021-07-29,118000.45
2021-07-30,113514.19
2021-07-31,75263.15
2021-08-01,31390.96
2021-08-02,97088.9
2021-08-03,116195.82
2021-08-04,101152.805
2021-08-05,102852.96
2021-08-06,109993.14
2021-08-07,106408.17
2021-08-08,66736.58
2021-08-09,115125.96
2021-08-10,140777.3
2021-08-11,116510.22
2021-08-12,134649.55
2021-08-13,131765.16
2021-08-14,127061.55
2021-08-15,113891.27
2021-08-16,126466.94
2021-08-17,105412.65
2021-08-18,103287.86
2021-08-19,139362.92
2021-08-20,138136.17
2021-08-21,77291.89
2021-08-22,108507.164
2021-08-23,52931.01
2021-08-24,36193.19
2021-08-25,114277.82
2021-08-26,103707.625
2021-08-27,86853.766
2021-08-28,127971.805
2021-08-29,97991.02
2021-08-30,129322.164
2021-08-31,24950.182
2021-09-01,80855.63
2021-09-02,133606.03
2021-09-03,127222.68
2021-09-04,145121.06
2021-09-05,126038.766
2021-09-06,99172.69
2021-09-07,15393.4
2021-09-08,119815.42
2021-09-09,148588.31
2021-09-10,127801.4
2021-09-11,141575.7
2021-09-12,120618.23
2021-09-13,138309.98
2021-09-14,152316.88
2021-09-15,149674.8
2021-09-16,148539.16
2021-09-17,147852.86
2021-09-18,145163.98
2021-09-19,121147.26
2021-09-20,142552.2
2021-09-21,79977.24
2021-09-22,113444.41
2021-09-23,155784.03
2021-09-24,158569.52
2021-09-25,92040.32
2021-09-26,131422.95
2021-09-27,140231.88
2021-09-28,116715.93
2021-09-29,17956.04
2021-09-30,142398.03
2021-10-01,96434.64
2021-10-02,128029.914
2021-10-03,114946.125
2021-10-04,57413.56
2021-10-05,124764.57
2021-10-06,80217.23
2021-10-07,57689.7
2021-10-08,61200.59
2021-10-09,113437.91
2021-10-10,39326.25
2021-10-11,106712.19
2021-10-12,133130.6
2021-10-13,137256.89
2021-10-14,128388.88
2021-10-15,124491.44
2021-10-16,84948.51
2021-10-17,71504.9
2021-10-18,71855.484
2021-10-19,89924.09
2021-10-20,111068.79
2021-10-21,109140.7
2021-10-22,119222.69
2021-10-23,117933.08
2021-10-24,90471.17
2021-10-25,125894.02
2021-10-26,136693.6
2021-10-27,128989.42
2021-10-28,132384.1
2021-10-29,140404.03
2021-10-30,117306.71
2021-10-31,98373.52
2021-11-01,119485.01
2021-11-02,129834.805
2021-11-03,129988.34
2021-11-04,125792.65
2021-11-05,133959.83
2021-11-06,121041.43
2021-11-07,104047.79
2021-11-08,27802.12
2021-11-09,32857.965
2021-11-10,68754.46
2021-11-11,84110.26
2021-11-12,81129.875
2021-11-13,82883.52
2021-11-14,88737.7
2021-11-15,117693.92
2021-11-16,124215.11
2021-11-17,114385.11
2021-11-18,107082.59
2021-11-19,101244.55
2021-11-20,89150.74
2021-11-21,28189.373
2021-11-22,50993.73
2021-11-23,60034.184
2021-11-24,74331.76
2021-11-25,107279.555
2021-11-26,81378.47
2021-11-27,74970.21
2021-11-28,66314.09
2021-11-29,85455.914
2021-11-30,19203.498
2021-12-01,49182.03
2021-12-02,61202.832
2021-12-03,58744.617
2021-12-04,53983.52
2021-12-05,52143.438
2021-12-06,75230.97
2021-12-07,112128.37
2021-12-08,104537.2
2021-12-09,69783.45
2021-12-10,41392.184
2021-12-11,72233.695
2021-12-12,34347.56
2021-12-13,57408.473
2021-12-14,55457.723
2021-12-15,42721.73
2021-12-16,99271.89
2021-12-17,38035.656
2021-12-18,22031.191
2021-12-19,29632.139
2021-12-20,69962.49
2021-12-21,76210.68
2021-12-22,71150.836
2021-12-23,65809.414
2021-12-24,42049.89
2021-12-25,26088.504
2021-12-26,22811.014
2021-12-27,33022.055
2021-12-28,34918.312
2021-12-29,47075.945
2021-12-30,43294.953
2021-12-31,37030.855
